date,taluk,rainfall
2020-01-02,kapu,0.15
2020-01-03,kapu,0.01
2020-01-04,kapu,0.0
2020-01-05,kapu,0.0
2020-01-06,kapu,0.01
2020-01-07,kapu,0.07
2020-01-08,kapu,0.22
2020-01-09,kapu,0.05
2020-01-10,kapu,0.03
2020-01-11,kapu,0.0
2020-01-12,kapu,0.0
2020-01-13,kapu,0.0
2020-01-14,kapu,0.05
2020-01-15,kapu,0.05
2020-01-16,kapu,0.04
2020-01-17,kapu,0.0
2020-01-18,kapu,0.0
2020-01-19,kapu,0.0
2020-01-20,kapu,0.01
2020-01-21,kapu,0.0
2020-01-22,kapu,0.0
2020-01-23,kapu,0.0
2020-01-24,kapu,0.0
2020-01-25,kapu,0.0
2020-01-26,kapu,0.0
2020-01-27,kapu,0.11
2020-01-28,kapu,0.29
2020-01-29,kapu,0.03
2020-01-30,kapu,0.0
2020-01-31,kapu,0.0
2020-02-01,kapu,0.0
2020-02-02,kapu,0.06
2020-02-03,kapu,0.01
2020-02-04,kapu,0.02
2020-02-05,kapu,0.01
2020-02-06,kapu,0.01
2020-02-07,kapu,0.02
2020-02-08,kapu,0.0
2020-02-09,kapu,0.0
2020-02-10,kapu,0.0
2020-02-11,kapu,0.0
2020-02-12,kapu,0.0
2020-02-13,kapu,0.03
2020-02-14,kapu,0.0
2020-02-15,kapu,0.0
2020-02-16,kapu,0.0
2020-02-17,kapu,0.0
2020-02-18,kapu,0.0
2020-02-19,kapu,0.04
2020-02-20,kapu,0.03
2020-02-21,kapu,0.04
2020-02-22,kapu,0.03
2020-02-23,kapu,0.0
2020-02-24,kapu,0.0
2020-02-25,kapu,0.01
2020-02-26,kapu,0.05
2020-02-27,kapu,0.78
2020-02-28,kapu,0.65
2020-02-29,kapu,2.3
2020-03-01,kapu,0.77
2020-03-02,kapu,2.01
2020-03-03,kapu,0.19
2020-03-04,kapu,0.0
2020-03-05,kapu,0.02
2020-03-06,kapu,0.04
2020-03-07,kapu,0.0
2020-03-08,kapu,0.0
2020-03-09,kapu,0.06
2020-03-10,kapu,0.01
2020-03-11,kapu,0.28
2020-03-12,kapu,0.04
2020-03-13,kapu,0.03
2020-03-14,kapu,0.0
2020-03-15,kapu,0.0
2020-03-16,kapu,0.04
2020-03-17,kapu,0.1
2020-03-18,kapu,0.02
2020-03-19,kapu,0.08
2020-03-20,kapu,0.02
2020-03-21,kapu,0.0
2020-03-22,kapu,0.0
2020-03-23,kapu,0.05
2020-03-24,kapu,0.14
2020-03-25,kapu,0.81
2020-03-26,kapu,0.17
2020-03-27,kapu,0.43
2020-03-28,kapu,0.23
2020-03-29,kapu,0.15
2020-03-30,kapu,0.64
2020-03-31,kapu,0.06
2020-04-01,kapu,0.01
2020-04-02,kapu,0.27
2020-04-03,kapu,0.21
2020-04-04,kapu,0.09
2020-04-05,kapu,0.54
2020-04-06,kapu,4.85
2020-04-07,kapu,6.99
2020-04-08,kapu,0.46
2020-04-09,kapu,0.14
2020-04-10,kapu,1.2
2020-04-11,kapu,1.28
2020-04-12,kapu,0.78
2020-04-13,kapu,0.42
2020-04-14,kapu,0.15
2020-04-15,kapu,2.0
2020-04-16,kapu,1.19
2020-04-17,kapu,0.73
2020-04-18,kapu,1.04
2020-04-19,kapu,2.64
2020-04-20,kapu,7.88
2020-04-21,kapu,3.37
2020-04-22,kapu,6.76
2020-04-23,kapu,0.62
2020-04-24,kapu,0.6
2020-04-25,kapu,1.32
2020-04-26,kapu,0.9
2020-04-27,kapu,0.0
2020-04-28,kapu,0.05
2020-04-29,kapu,0.32
2020-04-30,kapu,2.78
2020-05-01,kapu,0.11
2020-05-02,kapu,2.64
2020-05-03,kapu,0.74
2020-05-04,kapu,1.02
2020-05-05,kapu,0.5
2020-05-06,kapu,1.03
2020-05-07,kapu,5.54
2020-05-08,kapu,4.59
2020-05-09,kapu,0.09
2020-05-10,kapu,1.42
2020-05-11,kapu,6.72
2020-05-12,kapu,4.83
2020-05-13,kapu,1.73
2020-05-14,kapu,1.7
2020-05-15,kapu,9.18
2020-05-16,kapu,6.46
2020-05-17,kapu,9.24
2020-05-18,kapu,7.26
2020-05-19,kapu,2.57
2020-05-20,kapu,1.26
2020-05-21,kapu,2.65
2020-05-22,kapu,1.47
2020-05-23,kapu,3.32
2020-05-24,kapu,1.04
2020-05-25,kapu,1.12
2020-05-26,kapu,7.2
2020-05-27,kapu,4.84
2020-05-28,kapu,0.7
2020-05-29,kapu,1.18
2020-05-30,kapu,13.07
2020-05-31,kapu,31.74
2020-06-01,kapu,27.72
2020-06-02,kapu,41.19
2020-06-03,kapu,65.02
2020-06-04,kapu,16.9
2020-06-05,kapu,16.52
2020-06-06,kapu,5.97
2020-06-07,kapu,3.68
2020-06-08,kapu,2.21
2020-06-09,kapu,3.66
2020-06-10,kapu,80.68
2020-06-11,kapu,34.55
2020-06-12,kapu,37.01
2020-06-13,kapu,36.42
2020-06-14,kapu,41.01
2020-06-15,kapu,33.56
2020-06-16,kapu,88.03
2020-06-17,kapu,70.01
2020-06-18,kapu,25.99
2020-06-19,kapu,19.06
2020-06-20,kapu,2.18
2020-06-21,kapu,25.69
2020-06-22,kapu,32.43
2020-06-23,kapu,3.21
2020-06-24,kapu,6.97
2020-06-25,kapu,32.24
2020-06-26,kapu,8.63
2020-06-27,kapu,9.48
2020-06-28,kapu,13.22
2020-06-29,kapu,116.5
2020-06-30,kapu,16.1
2020-07-01,kapu,22.68
2020-07-02,kapu,37.16
2020-07-03,kapu,26.53
2020-07-04,kapu,65.27
2020-07-05,kapu,22.45
2020-07-06,kapu,16.38
2020-07-07,kapu,34.19
2020-07-08,kapu,75.54
2020-07-09,kapu,61.55
2020-07-10,kapu,7.62
2020-07-11,kapu,14.2
2020-07-12,kapu,14.28
2020-07-13,kapu,42.68
2020-07-14,kapu,62.81
2020-07-15,kapu,99.19
2020-07-16,kapu,41.69
2020-07-17,kapu,40.03
2020-07-18,kapu,36.69
2020-07-19,kapu,38.66
2020-07-20,kapu,17.38
2020-07-21,kapu,1.72
2020-07-22,kapu,8.45
2020-07-23,kapu,58.32
2020-07-24,kapu,18.47
2020-07-25,kapu,27.91
2020-07-26,kapu,5.1
2020-07-27,kapu,28.79
2020-07-28,kapu,15.42
2020-07-29,kapu,117.88
2020-07-30,kapu,21.7
2020-07-31,kapu,20.78
2020-08-01,kapu,25.95
2020-08-02,kapu,60.73
2020-08-03,kapu,60.24
2020-08-04,kapu,48.19
2020-08-05,kapu,108.23
2020-08-06,kapu,29.72
2020-08-07,kapu,44.24
2020-08-08,kapu,89.45
2020-08-09,kapu,47.6
2020-08-10,kapu,96.12
2020-08-11,kapu,13.17
2020-08-12,kapu,6.57
2020-08-13,kapu,3.96
2020-08-14,kapu,16.17
2020-08-15,kapu,72.03
2020-08-16,kapu,141.54
2020-08-17,kapu,39.29
2020-08-18,kapu,7.56
2020-08-19,kapu,4.93
2020-08-20,kapu,13.45
2020-08-21,kapu,8.42
2020-08-22,kapu,11.08
2020-08-23,kapu,2.61
2020-08-24,kapu,3.02
2020-08-25,kapu,0.93
2020-08-26,kapu,3.52
2020-08-27,kapu,11.8
2020-08-28,kapu,3.12
2020-08-29,kapu,12.96
2020-08-30,kapu,2.15
2020-08-31,kapu,24.61
2020-09-01,kapu,27.72
2020-09-02,kapu,42.56
2020-09-03,kapu,16.38
2020-09-04,kapu,7.93
2020-09-05,kapu,14.23
2020-09-06,kapu,37.67
2020-09-07,kapu,9.95
2020-09-08,kapu,8.69
2020-09-09,kapu,32.07
2020-09-10,kapu,21.73
2020-09-11,kapu,42.96
2020-09-12,kapu,34.04
2020-09-13,kapu,18.41
2020-09-14,kapu,5.72
2020-09-15,kapu,16.48
2020-09-16,kapu,9.91
2020-09-17,kapu,15.39
2020-09-18,kapu,16.77
2020-09-19,kapu,68.59
2020-09-20,kapu,90.37
2020-09-21,kapu,24.71
2020-09-22,kapu,4.97
2020-09-23,kapu,3.57
2020-09-24,kapu,2.35
2020-09-25,kapu,23.03
2020-09-26,kapu,24.4
2020-09-27,kapu,1.56
2020-09-28,kapu,1.12
2020-09-29,kapu,7.35
2020-09-30,kapu,1.73
2020-10-01,kapu,0.44
2020-10-02,kapu,1.59
2020-10-03,kapu,1.54
2020-10-04,kapu,1.81
2020-10-05,kapu,0.74
2020-10-06,kapu,6.41
2020-10-07,kapu,7.7
2020-10-08,kapu,8.12
2020-10-09,kapu,5.47
2020-10-10,kapu,8.38
2020-10-11,kapu,7.62
2020-10-12,kapu,18.07
2020-10-13,kapu,16.83
2020-10-14,kapu,64.1
2020-10-15,kapu,7.75
2020-10-16,kapu,1.91
2020-10-17,kapu,0.3
2020-10-18,kapu,1.34
2020-10-19,kapu,0.13
2020-10-20,kapu,7.0
2020-10-21,kapu,21.25
2020-10-22,kapu,20.41
2020-10-23,kapu,1.43
2020-10-24,kapu,5.48
2020-10-25,kapu,0.22
2020-10-26,kapu,1.67
2020-10-27,kapu,0.93
2020-10-28,kapu,0.26
2020-10-29,kapu,0.09
2020-10-30,kapu,0.17
2020-10-31,kapu,0.45
2020-11-01,kapu,2.78
2020-11-02,kapu,0.72
2020-11-03,kapu,6.0
2020-11-04,kapu,4.0
2020-11-05,kapu,4.64
2020-11-06,kapu,0.93
2020-11-07,kapu,0.11
2020-11-08,kapu,0.2
2020-11-09,kapu,0.06
2020-11-10,kapu,0.0
2020-11-11,kapu,0.0
2020-11-12,kapu,0.0
2020-11-13,kapu,4.44
2020-11-14,kapu,0.03
2020-11-15,kapu,0.02
2020-11-16,kapu,3.22
2020-11-17,kapu,2.0
2020-11-18,kapu,3.16
2020-11-19,kapu,0.64
2020-11-20,kapu,0.22
2020-11-21,kapu,0.0
2020-11-22,kapu,0.0
2020-11-23,kapu,0.01
2020-11-24,kapu,0.0
2020-11-25,kapu,0.0
2020-11-26,kapu,0.33
2020-11-27,kapu,0.02
2020-11-28,kapu,0.0
2020-11-29,kapu,0.03
2020-11-30,kapu,0.0
2020-12-01,kapu,0.0
2020-12-02,kapu,0.07
2020-12-03,kapu,0.96
2020-12-04,kapu,0.05
2020-12-05,kapu,0.0
2020-12-06,kapu,0.01
2020-12-07,kapu,0.27
2020-12-08,kapu,4.3
2020-12-09,kapu,0.51
2020-12-10,kapu,5.06
2020-12-11,kapu,1.18
2020-12-12,kapu,0.66
2020-12-13,kapu,0.36
2020-12-14,kapu,0.35
2020-12-15,kapu,0.05
2020-12-16,kapu,0.0
2020-12-17,kapu,0.1
2020-12-18,kapu,0.02
2020-12-19,kapu,0.0
2020-12-20,kapu,0.0
2020-12-21,kapu,0.0
2020-12-22,kapu,0.0
2020-12-23,kapu,0.0
2020-12-24,kapu,0.02
2020-12-25,kapu,0.03
2020-12-26,kapu,0.01
2020-12-27,kapu,0.0
2020-12-28,kapu,0.0
2020-12-29,kapu,0.0
2020-12-30,kapu,0.15
2020-12-31,kapu,2.13
2021-01-01,kapu,0.09
2021-01-02,kapu,0.01
2021-01-03,kapu,0.09
2021-01-04,kapu,2.02
2021-01-05,kapu,1.75
2021-01-06,kapu,5.64
2021-01-07,kapu,4.4
2021-01-08,kapu,2.71
2021-01-09,kapu,2.12
2021-01-10,kapu,0.26
2021-01-11,kapu,0.15
2021-01-12,kapu,0.09
2021-01-13,kapu,0.0
2021-01-14,kapu,0.01
2021-01-15,kapu,0.16
2021-01-16,kapu,3.08
2021-01-17,kapu,0.94
2021-01-18,kapu,0.44
2021-01-19,kapu,0.09
2021-01-20,kapu,0.0
2021-01-21,kapu,0.0
2021-01-22,kapu,0.0
2021-01-23,kapu,0.05
2021-01-24,kapu,0.06
2021-01-25,kapu,0.0
2021-01-26,kapu,0.0
2021-01-27,kapu,0.02
2021-01-28,kapu,0.01
2021-01-29,kapu,0.02
2021-01-30,kapu,0.0
2021-01-31,kapu,0.1
2021-02-01,kapu,0.0
2021-02-02,kapu,0.0
2021-02-03,kapu,0.0
2021-02-04,kapu,0.01
2021-02-05,kapu,0.02
2021-02-06,kapu,0.0
2021-02-07,kapu,0.0
2021-02-08,kapu,0.0
2021-02-09,kapu,0.0
2021-02-10,kapu,0.0
2021-02-11,kapu,0.0
2021-02-12,kapu,0.0
2021-02-13,kapu,0.0
2021-02-14,kapu,0.05
2021-02-15,kapu,0.01
2021-02-16,kapu,0.07
2021-02-17,kapu,0.09
2021-02-18,kapu,0.58
2021-02-19,kapu,2.23
2021-02-20,kapu,0.14
2021-02-21,kapu,0.51
2021-02-22,kapu,0.41
2021-02-23,kapu,0.24
2021-02-24,kapu,0.09
2021-02-25,kapu,0.12
2021-02-26,kapu,0.01
2021-02-27,kapu,0.02
2021-02-28,kapu,0.1
2021-03-01,kapu,0.35
2021-03-02,kapu,0.05
2021-03-03,kapu,0.03
2021-03-04,kapu,0.01
2021-03-05,kapu,0.01
2021-03-06,kapu,0.02
2021-03-07,kapu,0.0
2021-03-08,kapu,0.0
2021-03-09,kapu,0.03
2021-03-10,kapu,0.01
2021-03-11,kapu,1.03
2021-03-12,kapu,0.94
2021-03-13,kapu,0.16
2021-03-14,kapu,0.02
2021-03-15,kapu,0.13
2021-03-16,kapu,0.09
2021-03-17,kapu,0.02
2021-03-18,kapu,0.1
2021-03-19,kapu,0.0
2021-03-20,kapu,0.39
2021-03-21,kapu,0.5
2021-03-22,kapu,0.24
2021-03-23,kapu,0.34
2021-03-24,kapu,0.75
2021-03-25,kapu,0.27
2021-03-26,kapu,0.03
2021-03-27,kapu,0.56
2021-03-28,kapu,1.15
2021-03-29,kapu,4.82
2021-03-30,kapu,0.75
2021-03-31,kapu,0.56
2021-04-01,kapu,0.03
2021-04-02,kapu,0.02
2021-04-03,kapu,0.17
2021-04-04,kapu,0.05
2021-04-05,kapu,0.05
2021-04-06,kapu,0.47
2021-04-07,kapu,1.4
2021-04-08,kapu,0.68
2021-04-09,kapu,0.93
2021-04-10,kapu,0.25
2021-04-11,kapu,5.41
2021-04-12,kapu,10.21
2021-04-13,kapu,9.0
2021-04-14,kapu,5.18
2021-04-15,kapu,1.71
2021-04-16,kapu,1.29
2021-04-17,kapu,0.77
2021-04-18,kapu,3.39
2021-04-19,kapu,0.93
2021-04-20,kapu,3.31
2021-04-21,kapu,0.7
2021-04-22,kapu,4.89
2021-04-23,kapu,6.15
2021-04-24,kapu,0.35
2021-04-25,kapu,2.09
2021-04-26,kapu,1.9
2021-04-27,kapu,3.85
2021-04-28,kapu,0.76
2021-04-29,kapu,1.31
2021-04-30,kapu,0.46
2021-05-01,kapu,5.69
2021-05-02,kapu,1.91
2021-05-03,kapu,4.66
2021-05-04,kapu,2.61
2021-05-05,kapu,8.64
2021-05-06,kapu,3.54
2021-05-07,kapu,7.17
2021-05-08,kapu,4.32
2021-05-09,kapu,3.26
2021-05-10,kapu,4.26
2021-05-11,kapu,5.62
2021-05-12,kapu,7.05
2021-05-13,kapu,7.55
2021-05-14,kapu,11.72
2021-05-15,kapu,74.73
2021-05-16,kapu,17.99
2021-05-17,kapu,7.71
2021-05-18,kapu,12.61
2021-05-19,kapu,7.22
2021-05-20,kapu,7.25
2021-05-21,kapu,4.06
2021-05-22,kapu,11.18
2021-05-23,kapu,2.6
2021-05-24,kapu,2.72
2021-05-25,kapu,15.37
2021-05-26,kapu,2.43
2021-05-27,kapu,1.02
2021-05-28,kapu,3.24
2021-05-29,kapu,8.69
2021-05-30,kapu,7.38
2021-05-31,kapu,10.21
2021-06-01,kapu,8.32
2021-06-02,kapu,12.24
2021-06-03,kapu,33.75
2021-06-04,kapu,80.56
2021-06-05,kapu,19.23
2021-06-06,kapu,2.54
2021-06-07,kapu,1.06
2021-06-08,kapu,1.39
2021-06-09,kapu,5.14
2021-06-10,kapu,7.44
2021-06-11,kapu,13.15
2021-06-12,kapu,68.6
2021-06-13,kapu,68.8
2021-06-14,kapu,57.9
2021-06-15,kapu,122.52
2021-06-16,kapu,88.83
2021-06-17,kapu,44.81
2021-06-18,kapu,18.97
2021-06-19,kapu,36.5
2021-06-20,kapu,59.7
2021-06-21,kapu,14.5
2021-06-22,kapu,4.81
2021-06-23,kapu,3.13
2021-06-24,kapu,2.1
2021-06-25,kapu,1.99
2021-06-26,kapu,8.66
2021-06-27,kapu,21.43
2021-06-28,kapu,3.18
2021-06-29,kapu,0.35
2021-06-30,kapu,0.87
2021-07-01,kapu,69.96
2021-07-02,kapu,3.31
2021-07-03,kapu,23.32
2021-07-04,kapu,5.84
2021-07-05,kapu,28.72
2021-07-06,kapu,7.99
2021-07-07,kapu,20.12
2021-07-08,kapu,23.44
2021-07-09,kapu,56.93
2021-07-10,kapu,29.89
2021-07-11,kapu,19.17
2021-07-12,kapu,19.94
2021-07-13,kapu,85.31
2021-07-14,kapu,109.2
2021-07-15,kapu,61.12
2021-07-16,kapu,21.4
2021-07-17,kapu,66.52
2021-07-18,kapu,147.14
2021-07-19,kapu,11.86
2021-07-20,kapu,12.61
2021-07-21,kapu,41.9
2021-07-22,kapu,65.4
2021-07-23,kapu,44.34
2021-07-24,kapu,12.1
2021-07-25,kapu,11.17
2021-07-26,kapu,150.8
2021-07-27,kapu,5.51
2021-07-28,kapu,4.67
2021-07-29,kapu,5.61
2021-07-30,kapu,3.68
2021-07-31,kapu,5.16
2021-08-01,kapu,2.77
2021-08-02,kapu,4.01
2021-08-03,kapu,59.81
2021-08-04,kapu,12.56
2021-08-05,kapu,60.7
2021-08-06,kapu,24.59
2021-08-07,kapu,8.1
2021-08-08,kapu,20.95
2021-08-09,kapu,7.68
2021-08-10,kapu,67.0
2021-08-11,kapu,14.81
2021-08-12,kapu,11.98
2021-08-13,kapu,17.86
2021-08-14,kapu,4.64
2021-08-15,kapu,2.6
2021-08-16,kapu,18.79
2021-08-17,kapu,7.51
2021-08-18,kapu,12.15
2021-08-19,kapu,6.56
2021-08-20,kapu,25.77
2021-08-21,kapu,1.27
2021-08-22,kapu,2.1
2021-08-23,kapu,21.34
2021-08-24,kapu,4.36
2021-08-25,kapu,3.88
2021-08-26,kapu,103.36
2021-08-27,kapu,79.43
2021-08-28,kapu,47.38
2021-08-29,kapu,58.36
2021-08-30,kapu,32.94
2021-08-31,kapu,2.28
2021-09-01,kapu,6.2
2021-09-02,kapu,4.91
2021-09-03,kapu,15.73
2021-09-04,kapu,15.01
2021-09-05,kapu,33.59
2021-09-06,kapu,26.64
2021-09-07,kapu,29.38
2021-09-08,kapu,8.66
2021-09-09,kapu,3.94
2021-09-10,kapu,3.1
2021-09-11,kapu,13.91
2021-09-12,kapu,18.43
2021-09-13,kapu,21.15
2021-09-14,kapu,5.61
2021-09-15,kapu,2.2
2021-09-16,kapu,1.78
2021-09-17,kapu,0.86
2021-09-18,kapu,0.56
2021-09-19,kapu,0.15
2021-09-20,kapu,0.63
2021-09-21,kapu,1.44
2021-09-22,kapu,3.76
2021-09-23,kapu,2.13
2021-09-24,kapu,0.76
2021-09-25,kapu,0.64
2021-09-26,kapu,3.31
2021-09-27,kapu,8.49
2021-09-28,kapu,5.91
2021-09-29,kapu,2.65
2021-09-30,kapu,2.84
2021-10-01,kapu,13.0
2021-10-02,kapu,11.96
2021-10-03,kapu,8.41
2021-10-04,kapu,27.14
2021-10-05,kapu,15.95
2021-10-06,kapu,30.02
2021-10-07,kapu,2.65
2021-10-08,kapu,4.28
2021-10-09,kapu,5.53
2021-10-10,kapu,13.5
2021-10-11,kapu,10.33
2021-10-12,kapu,17.14
2021-10-13,kapu,14.95
2021-10-14,kapu,5.71
2021-10-15,kapu,7.14
2021-10-16,kapu,16.59
2021-10-17,kapu,8.77
2021-10-18,kapu,1.4
2021-10-19,kapu,0.15
2021-10-20,kapu,7.09
2021-10-21,kapu,14.39
2021-10-22,kapu,9.73
2021-10-23,kapu,17.47
2021-10-24,kapu,31.03
2021-10-25,kapu,5.87
2021-10-26,kapu,4.73
2021-10-27,kapu,0.27
2021-10-28,kapu,0.05
2021-10-29,kapu,3.39
2021-10-30,kapu,2.58
2021-10-31,kapu,6.32
2021-11-01,kapu,4.45
2021-11-02,kapu,11.13
2021-11-03,kapu,9.13
2021-11-04,kapu,20.79
2021-11-05,kapu,10.12
2021-11-06,kapu,7.08
2021-11-07,kapu,1.71
2021-11-08,kapu,1.18
2021-11-09,kapu,0.61
2021-11-10,kapu,0.29
2021-11-11,kapu,4.08
2021-11-12,kapu,3.94
2021-11-13,kapu,8.38
2021-11-14,kapu,21.52
2021-11-15,kapu,14.35
2021-11-16,kapu,18.06
2021-11-17,kapu,10.87
2021-11-18,kapu,15.73
2021-11-19,kapu,23.77
2021-11-20,kapu,7.8
2021-11-21,kapu,3.99
2021-11-22,kapu,4.47
2021-11-23,kapu,4.28
2021-11-24,kapu,5.09
2021-11-25,kapu,4.47
2021-11-26,kapu,3.13
2021-11-27,kapu,0.02
2021-11-28,kapu,0.28
2021-11-29,kapu,8.19
2021-11-30,kapu,4.3
2021-12-01,kapu,0.4
2021-12-02,kapu,0.98
2021-12-03,kapu,0.53
2021-12-04,kapu,0.65
2021-12-05,kapu,0.3
2021-12-06,kapu,0.01
2021-12-07,kapu,0.02
2021-12-08,kapu,0.0
2021-12-09,kapu,0.01
2021-12-10,kapu,0.73
2021-12-11,kapu,0.0
2021-12-12,kapu,0.0
2021-12-13,kapu,0.0
2021-12-14,kapu,0.02
2021-12-15,kapu,0.03
2021-12-16,kapu,0.03
2021-12-17,kapu,0.0
2021-12-18,kapu,0.0
2021-12-19,kapu,0.0
2021-12-20,kapu,0.13
2021-12-21,kapu,0.0
2021-12-22,kapu,0.0
2021-12-23,kapu,0.0
2021-12-24,kapu,0.06
2021-12-25,kapu,0.01
2021-12-26,kapu,0.01
2021-12-27,kapu,0.02
2021-12-28,kapu,0.02
2021-12-29,kapu,0.0
2021-12-30,kapu,0.0
2021-12-31,kapu,0.07
2022-01-01,kapu,0.0
2022-01-02,kapu,0.0
2022-01-03,kapu,0.0
2022-01-04,kapu,0.0
2022-01-05,kapu,0.0
2022-01-06,kapu,0.0
2022-01-07,kapu,0.0
2022-01-08,kapu,0.05
2022-01-09,kapu,0.0
2022-01-10,kapu,0.0
2022-01-11,kapu,0.04
2022-01-12,kapu,0.0
2022-01-13,kapu,0.0
2022-01-14,kapu,0.0
2022-01-15,kapu,0.0
2022-01-16,kapu,0.0
2022-01-17,kapu,0.01
2022-01-18,kapu,0.0
2022-01-19,kapu,0.0
2022-01-20,kapu,0.0
2022-01-21,kapu,0.01
2022-01-22,kapu,0.08
2022-01-23,kapu,0.22
2022-01-24,kapu,0.07
2022-01-25,kapu,0.0
2022-01-26,kapu,0.04
2022-01-27,kapu,0.01
2022-01-28,kapu,0.01
2022-01-29,kapu,0.0
2022-01-30,kapu,0.0
2022-01-31,kapu,0.0
2022-02-01,kapu,0.0
2022-02-02,kapu,0.0
2022-02-03,kapu,0.01
2022-02-04,kapu,0.04
2022-02-05,kapu,0.0
2022-02-06,kapu,0.03
2022-02-07,kapu,0.0
2022-02-08,kapu,0.0
2022-02-09,kapu,0.01
2022-02-10,kapu,0.0
2022-02-11,kapu,0.0
2022-02-12,kapu,0.0
2022-02-13,kapu,0.0
2022-02-14,kapu,0.01
2022-02-15,kapu,0.0
2022-02-16,kapu,0.04
2022-02-17,kapu,0.0
2022-02-18,kapu,0.0
2022-02-19,kapu,0.0
2022-02-20,kapu,0.0
2022-02-21,kapu,0.0
2022-02-22,kapu,0.0
2022-02-23,kapu,0.0
2022-02-24,kapu,0.0
2022-02-25,kapu,0.0
2022-02-26,kapu,0.0
2022-02-27,kapu,0.0
2022-02-28,kapu,0.0
2022-03-01,kapu,0.05
2022-03-02,kapu,0.0
2022-03-03,kapu,0.0
2022-03-04,kapu,0.0
2022-03-05,kapu,0.0
2022-03-06,kapu,0.0
2022-03-07,kapu,0.0
2022-03-08,kapu,0.51
2022-03-09,kapu,2.49
2022-03-10,kapu,0.53
2022-03-11,kapu,0.02
2022-03-12,kapu,0.09
2022-03-13,kapu,0.0
2022-03-14,kapu,0.0
2022-03-15,kapu,0.11
2022-03-16,kapu,0.04
2022-03-17,kapu,0.18
2022-03-18,kapu,0.59
2022-03-19,kapu,1.57
2022-03-20,kapu,0.84
2022-03-21,kapu,1.25
2022-03-22,kapu,0.44
2022-03-23,kapu,7.44
2022-03-24,kapu,2.79
2022-03-25,kapu,1.44
2022-03-26,kapu,3.19
2022-03-27,kapu,0.81
2022-03-28,kapu,0.63
2022-03-29,kapu,3.28
2022-03-30,kapu,1.17
2022-03-31,kapu,0.62
2022-04-01,kapu,1.55
2022-04-02,kapu,3.21
2022-04-03,kapu,4.83
2022-04-04,kapu,1.12
2022-04-05,kapu,2.43
2022-04-06,kapu,2.24
2022-04-07,kapu,0.64
2022-04-08,kapu,3.12
2022-04-09,kapu,5.8
2022-04-10,kapu,3.06
2022-04-11,kapu,0.79
2022-04-12,kapu,4.62
2022-04-13,kapu,10.33
2022-04-14,kapu,0.58
2022-04-15,kapu,0.06
2022-04-16,kapu,2.17
2022-04-17,kapu,1.76
2022-04-18,kapu,3.76
2022-04-19,kapu,2.49
2022-04-20,kapu,0.15
2022-04-21,kapu,0.25
2022-04-22,kapu,3.24
2022-04-23,kapu,1.1
2022-04-24,kapu,0.74
2022-04-25,kapu,6.75
2022-04-26,kapu,1.22
2022-04-27,kapu,0.58
2022-04-28,kapu,1.62
2022-04-29,kapu,1.67
2022-04-30,kapu,0.81
2022-05-01,kapu,1.12
2022-05-02,kapu,0.15
2022-05-03,kapu,0.29
2022-05-04,kapu,4.31
2022-05-05,kapu,1.26
2022-05-06,kapu,3.22
2022-05-07,kapu,0.05
2022-05-08,kapu,3.11
2022-05-09,kapu,1.99
2022-05-10,kapu,2.84
2022-05-11,kapu,9.56
2022-05-12,kapu,15.11
2022-05-13,kapu,6.27
2022-05-14,kapu,4.99
2022-05-15,kapu,6.65
2022-05-16,kapu,23.9
2022-05-17,kapu,19.74
2022-05-18,kapu,117.71
2022-05-19,kapu,74.22
2022-05-20,kapu,6.01
2022-05-21,kapu,4.62
2022-05-22,kapu,5.86
2022-05-23,kapu,2.38
2022-05-24,kapu,3.07
2022-05-25,kapu,4.07
2022-05-26,kapu,1.73
2022-05-27,kapu,2.0
2022-05-28,kapu,5.14
2022-05-29,kapu,2.52
2022-05-30,kapu,2.07
2022-05-31,kapu,4.37
2022-06-01,kapu,4.5
2022-06-02,kapu,9.39
2022-06-03,kapu,17.53
2022-06-04,kapu,17.15
2022-06-05,kapu,100.85
2022-06-06,kapu,26.08
2022-06-07,kapu,18.04
2022-06-08,kapu,8.32
2022-06-09,kapu,4.84
2022-06-10,kapu,11.4
2022-06-11,kapu,12.79
2022-06-12,kapu,24.35
2022-06-13,kapu,9.39
2022-06-14,kapu,9.28
2022-06-15,kapu,23.08
2022-06-16,kapu,14.82
2022-06-17,kapu,12.21
2022-06-18,kapu,15.76
2022-06-19,kapu,12.0
2022-06-20,kapu,23.6
2022-06-21,kapu,59.01
2022-06-22,kapu,36.95
2022-06-23,kapu,28.19
2022-06-24,kapu,22.83
2022-06-25,kapu,19.59
2022-06-26,kapu,34.38
2022-06-27,kapu,6.39
2022-06-28,kapu,63.79
2022-06-29,kapu,30.88
2022-06-30,kapu,66.31
2022-07-01,kapu,31.6
2022-07-02,kapu,25.56
2022-07-03,kapu,41.29
2022-07-04,kapu,121.36
2022-07-05,kapu,57.74
2022-07-06,kapu,132.25
2022-07-07,kapu,28.55
2022-07-08,kapu,113.22
2022-07-09,kapu,109.84
2022-07-10,kapu,46.62
2022-07-11,kapu,36.36
2022-07-12,kapu,18.72
2022-07-13,kapu,46.35
2022-07-14,kapu,42.17
2022-07-15,kapu,21.36
2022-07-16,kapu,66.28
2022-07-17,kapu,25.54
2022-07-18,kapu,29.04
2022-07-19,kapu,7.87
2022-07-20,kapu,3.41
2022-07-21,kapu,1.43
